imgid,Yellow,Green,Cyan,Blue,Magenta
masked,58.53928,33.39217,7.55369,0.51486,0.0
masked,68.82235,22.15049,8.41867,0.60849,0.0
masked,62.46035,30.54199,6.37705,0.6206,0.0
masked,70.40898,22.50273,6.51387,0.57442,0.0
masked,13.01312,81.72489,4.80067,0.46132,0.0
masked,40.17861,54.16766,5.26554,0.38819,0.0
masked,23.79646,71.43088,4.26081,0.51185,0.0
masked,5.38789,89.93053,4.2262,0.45538,0.0
masked,46.3921,48.95945,4.18895,0.4595,0.0
masked,44.57513,48.10041,6.89911,0.42535,0.0
masked,71.89412,23.97218,3.69932,0.43437,0.0
masked,68.3614,26.89755,4.35273,0.38831,0.0
masked,88.74167,5.69981,5.20928,0.34924,0.0
masked,86.66362,7.76542,4.94359,0.62737,0.0
masked,15.79357,79.4646,4.14722,0.59461,0.0
masked,34.948,60.88235,3.8263,0.34335,0.0
masked,60.51784,33.24192,5.48771,0.75253,0.0
masked,35.23209,58.7732,5.40917,0.58554,0.0
masked,33.67911,60.92669,4.79484,0.59935,0.0
masked,50.40101,44.32301,4.4897,0.78629,0.0
masked,60.17947,35.50586,3.95615,0.35852,0.0
masked,20.08041,75.3021,3.89245,0.72504,0.0
masked,29.75654,64.95827,4.71162,0.57357,0.0
masked,32.07438,60.7664,6.48043,0.67879,0.0
masked,38.7177,54.82297,5.84051,0.61882,0.0
masked,31.15837,63.11965,5.15029,0.57169,0.0
masked,72.08567,26.26053,1.40274,0.25105,0.0
masked,31.66711,63.5426,4.31812,0.47217,0.0
masked,27.03262,66.86313,5.44794,0.6563,0.0
masked,69.90728,24.78897,4.92195,0.38181,0.0
masked,75.23263,15.48154,8.6965,0.58933,0.0
masked,79.79849,12.66835,7.04954,0.48363,0.0
masked,74.96618,17.22484,7.01373,0.79524,0.0
masked,81.43959,10.40468,7.73078,0.42495,0.0
masked,81.87179,12.67009,5.21923,0.23889,0.0
masked,11.70043,82.75604,4.73945,0.80408,0.0
masked,7.00243,87.53667,4.78999,0.67091,0.0
masked,12.98412,81.82719,4.7235,0.46519,0.0
masked,16.62056,79.08732,3.92146,0.37066,0.0
masked,9.17043,86.571,3.62964,0.62893,0.0
masked,5.50975,88.96833,4.27759,1.24433,0.0
masked,2.83455,92.96379,3.50411,0.69756,0.0
masked,3.18491,92.9634,3.02579,0.8259,0.0
masked,3.06727,91.74454,4.36788,0.82032,0.0
masked,3.45313,91.49277,4.43304,0.62107,0.0
masked,4.08714,91.20021,3.88933,0.82331,0.0
masked,5.75643,87.7346,5.58254,0.92643,0.0
masked,37.44809,58.3649,3.66449,0.52252,0.0
masked,29.24127,66.6743,3.60136,0.48308,0.0
masked,11.11736,82.95173,5.30116,0.62975,0.0
masked,12.27391,82.60624,4.04147,1.07838,0.0
masked,11.65063,83.10784,4.50491,0.73662,0.0
masked,12.51261,81.23529,5.70564,0.54646,0.0
masked,26.17467,70.40535,2.94544,0.47454,0.0
masked,17.85831,75.47522,6.00219,0.66427,0.0
masked,16.95427,75.68881,6.44234,0.91458,0.0
masked,17.8086,78.02821,3.87637,0.28682,0.0
masked,25.48351,69.75147,4.32743,0.43758,0.0
masked,39.17144,56.36855,4.08745,0.37255,0.0
masked,20.34491,75.07583,3.87476,0.7045,0.0
masked,14.43043,80.02225,4.87969,0.66762,0.0
masked,15.42701,79.69903,4.3995,0.47446,0.0
masked,13.63179,83.25435,2.52883,0.58503,0.0
masked,39.01787,55.40196,4.97808,0.60209,0.0
masked,69.36704,26.48042,3.85847,0.29407,0.0
masked,40.66191,54.42641,4.54966,0.36202,0.0
masked,60.01128,35.42888,4.09134,0.46849,0.0
masked,64.4878,31.57204,3.4725,0.46766,0.0
masked,65.81067,30.46954,3.24144,0.47835,0.0
masked,70.93297,25.81752,3.0527,0.1968,0.0
masked,63.3365,31.04798,4.97942,0.6361,0.0
masked,71.04959,21.62778,6.77165,0.55098,0.0
masked,65.89753,26.90128,6.64032,0.56087,0.0
masked,67.28351,25.09285,7.1154,0.50824,0.0
masked,70.88664,21.90239,6.76084,0.45013,0.0
masked,61.78427,31.12969,6.12766,0.95838,0.0
masked,66.95414,25.86101,6.59965,0.5852,0.0
masked,10.39334,82.87849,6.01648,0.71169,0.0
masked,45.25951,47.04201,7.18782,0.51066,0.0
masked,23.21201,69.4809,6.78271,0.52437,0.0
masked,21.89715,72.45891,5.02564,0.61831,0.0
masked,51.22169,40.01378,8.01086,0.75368,0.0
masked,44.86737,47.81688,6.87878,0.43696,0.0
masked,45.14138,46.50206,7.33108,1.02549,0.0
masked,29.03208,65.42416,4.90108,0.64267,0.0
masked,27.77643,65.99102,5.35259,0.87996,0.0
masked,60.60978,33.66604,5.16785,0.55633,0.0
masked,68.45964,25.31704,5.69749,0.52583,0.0
masked,43.6027,50.32826,5.30058,0.76846,0.0
masked,50.99974,43.45402,5.13666,0.40957,0.0
masked,12.95586,76.52838,9.62469,0.89107,0.0
masked,17.1833,75.57246,6.32451,0.91972,0.0
masked,21.71951,72.08421,5.46689,0.7294,0.0
masked,28.74388,65.13618,5.69653,0.42341,0.0
masked,23.4894,71.26647,4.50315,0.74098,0.0
masked,52.66256,39.09526,7.3344,0.90778,0.0
masked,19.12044,73.88306,6.15026,0.84624,0.0
masked,12.806,79.07144,7.4191,0.70345,0.0
masked,12.11233,80.85024,6.0921,0.94533,0.0
masked,12.806,80.36983,5.61003,1.21414,0.0
masked,7.67445,85.09778,6.01435,1.21342,0.0
masked,7.8305,83.08225,7.50826,1.57899,0.0
masked,6.69778,87.46287,5.00049,0.83885,0.0
masked,6.08913,85.7751,6.49143,1.64434,0.0
masked,5.56981,88.81972,4.57375,1.03672,0.0
masked,5.19284,90.07099,3.42497,1.31121,0.0
masked,6.61373,88.41184,3.85734,1.11709,0.0
masked,5.2385,89.17303,4.36496,1.22351,0.0
masked,8.48411,85.48503,5.0121,1.01877,0.0
masked,6.01644,88.04483,4.9144,1.02432,0.0
masked,9.00731,85.7294,4.18241,1.08088,0.0
masked,9.43125,82.94064,6.51221,1.11591,0.0
masked,3.45357,91.23422,4.41617,0.89603,0.0
